	year	to_country_id	to_country	performer	song	place_contest	sf_num	running_final	running_sf	place_final	points_final	place_sf	points_sf	points_tele_final	points_jury_final	points_tele_sf	points_jury_sf	composers	lyricists	lyrics	youtube_url	is_last	spotify_links
420	1981	no	Norway	Finn Kalvik	Aldri i Livet	20.0		13.0		20.0	0.0							Finn Kalvik		(Aldri i livet, aldri i livet)\n\nDaggryet nynner en myk sorgløs sang\nSom da jeg så deg for første gang\nI dine tidløse øyne fins svar\nSom ingen andre jeg kjenner har\n\nHver gang jeg drar herfra, tenker du på meg da?\nHver gang jeg drar herfra, glem ikke løftet jeg ga:\n\nAldri i livet har jeg tenkt på å reise ifra deg\nAldri i livet, min venn, før jeg slår følge med vinden\n\nAldri i livet har jeg tenkt på å reise ifra deg\nAldri i livet, min venn, før jeg slår følge med vinden\n\nDu har gitt livet en ny harmoni\nTiden i ensomhet er forbi\nJeg har vært blindet, men nå kan jeg se\nElskling, fordi du har lært meg det\n\nHver gang jeg drar herfra, tenker du på meg da?\nHver gang jeg drar herfra, glem ikke løftet jeg ga:\n\nAldri i livet har jeg tenkt på å reise ifra deg\nAldri i livet, min venn, før jeg slår følge med vinden\n\nAldri i livet har jeg tenkt på å reise ifra deg\nAldri i livet, min venn, før jeg slår følge med vinden\n\n(Aldri i livet, aldri i livet)\n(Aldri i livet, aldri i livet)	https://youtube.com/watch?v=HnTmqt9rmDw	True	https://open.spotify.com/embed/track/5r6BaTfb8fODI4he90GFhr?utm_source=generator
421	1982	de	Germany	Nicole	Ein Bißchen Frieden	1.0		18.0		1.0	161.0							Ralph Siegel	Gunter Johansen	Wie eine Blume am Winterbeginn\nUnd so wie ein Feuer im eisigen Wind\nWie eine Puppe, die keiner mehr mag\nFühl ich mich an manchem Tag\n\nDann seh ich die Wolken, die über uns sind\nUnd höre die Schreie der Vögel im Wind\nIch singe aus Angst vor dem Dunkeln mein Lied\nUnd hoffe, dass nichts geschieht\n\nEin bisschen Frieden, ein bisschen Sonne\nFür diese Erde, auf der wir wohnen\nEin bisschen Frieden, ein bisschen Freude\nEin bisschen Wärme, das wünsch ich mir\n\nEin bisschen Frieden, ein bisschen Träumen\nUnd dass die Menschen nicht so oft weinen\nEin bisschen Frieden, ein bisschen Liebe\nDass ich die Hoffnung nie mehr verlier\n\nIch weiss, meine Lieder, die ändern nicht viel\nIch bin nur ein Mädchen, das sagt, was es fühlt\nAllein bin ich hilflos, ein Vogel im Wind\nDer spürt, dass der Sturm beginnt\n\nEin bisschen Frieden, ein bisschen Sonne\nFür diese Erde, auf der wir wohnen\nEin bisschen Frieden, ein bisschen Freude\nEin bisschen Wärme, das wünsch ich mir\n\nEin bisschen Frieden, ein bisschen Träumen\nUnd dass die Menschen nicht so oft weinen\nEin bisschen Frieden, ein bisschen Liebe\nDass ich die Hoffnung nie mehr verlier\n\nSing mit mir ein kleines Lied\n(Ein bisschen Frieden, ein bisschen Sonne)\n(Für diese Erde, auf der wir wohnen)\nDass die Welt in Frieden lebt\n(Ein bisschen Frieden, ein bisschen Freude)\n(Ein bisschen Wärme, das wünsch ich mir)\n\nSingt mit mir ein kleines Lied\n(Ein bisschen Frieden, ein bisschen Träumen)\n(Und dass die Menschen nicht so oft weinen)\nDass die Welt in Frieden lebt\n(Ein bisschen Frieden, ein bisschen Liebe)\n(Dass ich die Hoffnung nie mehr verlier)	https://youtube.com/watch?v=CJDxnWFqpiA	False	https://open.spotify.com/embed/track/5ZSfGGi8OF1vSSVNAWdQT1?utm_source=generator
438	1982	fi	Finland	Kojo	Nuku Pommiin	18.0		6.0		18.0	0.0							Jim Pembroke	Juice Leskinen	Jos joku nakkaa ydinkakkaa kohta tänne Eurooppaamme\nNiin mitä haastat, kun kaikki saastat sieltä kasvoillemme saamme\nJos joku viskaa pommin niskaan, niin sä tuskin huomaatkaan\n\n(Nuku tuuti, aa... aa... aa... tuuti)\n(Nuku tuuti, aa... aa... aa... tuuti)\n(Nuku tuuti, aa... aa... aa... tuuti)\n(Nuku tuuti, aa... aa... aa... tuuti)\n\nPommiin, pommiin, nuku pommiin, niin on helpompaa\nNuku pom, nuku pom, nuku pommiin, se rauhoittaa\n\nLiian kauan haaveillen nukuit alla taivaiden\nTukkaasi raastat vaan, käy neuvottelemaan\n\n(Nuku tuuti, aa... aa... aa... tuuti)\n(Nuku tuuti, aa... aa... aa... tuuti)\n\nJa nuku pommiin, pommiin, nuku pommiin, niin on helpompaa\nNuku pom, nuku pom, nuku pommiin, se rauhoittaa\n\nNyt jengi istuu, osallistuu neuvotteluseurantaan\nTieteen aivot ja toisten raivot, punoo salajuoniaan\nJos et sä herää tällä erää, niin et herää ollenkaan\n\n(Nuku tuuti, aa... aa... aa... tuuti)\n(Nuku tuuti, aa... aa... aa... tuuti)\n(Nuku tuuti, aa... aa... aa... tuuti)\n(Nuku tuuti, aa... aa... aa... tuuti)\n\nNuku pommiin, pommiin, nuku pommiin, niin on helpompaa\nNuku pom, nuku pom, nuku pommiin, se rauhoittaa\n\nPommiin, pommiin, nuku pommiin, niin on helpompaa\nNuku pom, nuku pom, nuku pommiin, se rauhoittaa	https://youtube.com/watch?v=MmpyXSXZcAA	True	https://open.spotify.com/embed/track/7ljT9FCbJgAlR2roPuYBRd?utm_source=generator
439	1983	lu	Luxembourg	Corinne Hermès	Si La Vie Est Cadeau	1.0		20.0		1.0	142.0							Jean-Pierre Millers	Alain Garcia	Nous, c'était du bleu\nUn ciel d'été, un océan transparent\nNous, nous étions deux\nEt l'on s'aimait à faire arrêter le temps\n\nMais le temps nous a trahis\nAlors pourquoi m'avoir promis la terre entière?\nNotre amour aurait suffi\nJe ne voulais pas d'un bonheur imaginaire\nSi la vie est cadeau\n\nSi la vie est un cadeau\nCadeau donné, cadeau repris, cadeau volé\nPrends l'amour comme un cadeau\nCadeau donné, cadeau repris, cadeau volé\nLe bonheur est trop court\n\nNous, c'était l'enfant que je voulais\nPour te l'offrir au printemps\n\nMais le temps a tous les droits\nAlors pourquoi m'avoir promis la terre entière\nEt l'enfant qui n'est pas là?\nC'est aujourd'hui mon seul bonheur imaginaire\nSi la vie est cadeau\n\nSi la vie est un cadeau\nCadeau donné, cadeau repris, cadeau volé\nPrends l'amour comme un cadeau\nCadeau donné, cadeau repris, cadeau volé\nLe bonheur est trop court\n\n(Si la vie est un cadeau)	https://youtube.com/watch?v=C6uKNJ8nS3o	False	https://open.spotify.com/embed/track/5jSTQn4s1a7cDcjFXKA8V4?utm_source=generator
457	1983	tr	Turkey	Çetin Alp and the Short Wave	Opera	19.0		6.0		19.0	0.0							Buğra Uğur	Aysel Gürel	İşte opera, heyecan fırtınası\nCoşar ruhumda, duyarım sönmez o aşkı\n\nBaleli aşk dolu, müzikli oyunlar\nUvertür, trio, duetto, korolar\nSaraydan kız kaçırma, ölmez La Traviata\n\nOpera, opera, opera, opera, opera\nOpera, opera, opera, opera, Carmen, Aida\nOpera, opera, bu gece operalarda\nTosca, Figaro, Fidelio var, coşkun aryalar\n\nLay lay la lay lay lay la lay la lay...\n(Opera, opera, opera, opera, opera)\nLay lay la lay lay lay la lay la lay...\n(Opera, opera, opera, opera), Carmen, Aida\nOpera, opera, bu gece operalarda\nTosca, Figaro, Fidelio var, coşkun aryalar\n\nİşte opera, Wagner ve Puccini\nMozart, Rossini, Verdi'nin ölmez eseri\n\nBaleli aşk dolu, müzikli oyunlar\nUvertür, trio, duetto, korolar\nSaraydan kız kaçırma, ölmez La Traviata\nÖlmez asla	https://youtube.com/watch?v=9fGfXAYvGlI	True	?
458	1983	es	Spain	Remedios Amaya	¿Quién Maneja Mi Barca?	19.0		7.0		19.0	0.0							José Miguel Evóras	Isidro Muñoz	Ay, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?\nAy, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?\n\nAy, ¿quién maneja mi barca?\nQue a la deriva me lleva\nAy, ¿quién maneja mi barca?\nQue a la deriva\nQue allí me lleva\n\nLas trenzas de tu madre, anda y dime quién\nQue dime quién se las peina, dime quién\nQue dime quién se las peina\n\nVoy a pedirle que me trence, anda y sí\nTu cabeza, mi cabeza, anda y sí\nTu cabeza, mi cabeza\nPor mucho que tú me pidas, yo te lo doy\n\nAy, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?\nAy, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?\n\nAy, ¿quién maneja mi barca?\nQue a la deriva me lleva\nAy, ¿quién maneja mi barca?\nQue a la deriva\nQue allí me lleva\n\nEl verde de tus ojos verdes, mírame\nQue mira que yo te mire, mírame\nQue mira que yo te mire\n\nEl verde como cualquier verde, mírame\nQue es verde que me persigue, mírame\nQue es verde que me persigue\nPor mucho que tú me pidas, yo te lo doy\n\nAy, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?\nAy, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?\n\nAy, ¿quién maneja mi barca?\nQue a la deriva me lleva\nAy, ¿quién maneja mi barca?\nQue a la deriva\nQue allí me lleva\n\nPor mucho que tú me pidas, yo te lo doy\n\nAy, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?\nAy, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?\n\nAy, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?\nAy, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?\n\nAy, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?\nAy, ¿quién maneja mi barca, quién?\nQue a la deriva me lleva, ¿quién?	https://youtube.com/watch?v=B3-0DLbQP2E	True	https://open.spotify.com/embed/track/0TWaqxvioVlbLIa1mGIN1z?utm_source=generator
459	1984	se	Sweden	Herrey's	Diggi-loo Diggy-ley	1.0		1.0		1.0	145.0							Torgny Söderberg	Britt Lindeborg	Blixtar och dunder, magiska under\nPlötsligt en dag har det hänt, åh... vilken tur\n(Du är en lyckofigur)\n\nEn dag i staden, (du gick där och tänkte)\nPå esplanaden, (då såg du nåt som blänkte)\nDet kändes som jag hade vingar\nÅh... vilken underbar dröm\n\nDiggi-loo diggi-ley, alla tittar på mig\nDär jag går i mina gyllne skor\nJag dansade omkring på gatan\nOch hela världen den log\n\nDiggi-loo diggi-ley, himlen öppnade sig\nDet är knappt man sina ögon tror\nÅh... jag börjar nästan sväva\nI mina gyllene skor\n\nJag har visioner för millioner\nGyllene dojor för dig och lyckan är gjord\n(Säg mer, vi tror på ditt ord)\n\nTänk dig ett hinder, (det flyger du över)\nVingar på skorna (är allt vad du behöver)\nÅh... jag kan bli vad jag önskar\nI min förtrollade värld\n\nDiggi-loo diggi-ley, alla tittar på mig\nDär jag går i mina gyllne skor\nJag dansade omkring på gatan\nOch hela världen den log\n\nDiggi-loo diggi-ley, himlen öppnade sig\nDet är knappt man sina ögon tror\nÅh... jag börjar nästan sväva\nI mina gyllene skor\n\nDet var en önskedröm men jag måste medge\nAtt när jag vaknade vakna' jag med glädje\nJag, en sång och en dansman\nÅh... åh...\n\nDiggi-loo diggi-ley, himlen öppnade sig\nDet är knappt man sina ögon tror\nÅh... jag ville gärna önska\nÅt alla gyllene skor\n\nÅh... jag ville gärna önska\nÅt alla gyllene skor	https://youtube.com/watch?v=UTFec_mrD-c	False	?
477	1984	at	Austria	Anita	Einfach Weg	19.0		13.0		19.0	5.0							Brigitte Seuberth	Walter Müller	Es war einfach Zeit, einmal abzuhauen\nEndlich raus, aus dem Trott, aus der Stadt, im Morgengrauen\nEs lag nicht an dir, es war einfach da\nUnd es tut mir nicht leid, und ich hab' nicht bereut, was geschah\n\nEinfach weg mit zwei Koffern in irgendein anderes Land\nEinfach weg von zu Haus, sonst verlier' ich noch den Verstand\nEinfach weg, ganz egal, was die anderen dazu sagen\nEinfach weg, ohne dich oder irgendwen andern zu fragen\n\nRette sich wer kann, ich muß einfach raus\nIch fang' von vorne an, ich halt' das nicht mehr aus\n\nIch hab' schon geglaubt, es wäre längst zu spät\nDas Gefühl, wenn dir alles nur mehr auf die Nerven geht\nEin bißchen allein, aber dafür frei\nUnd du steigst in den Zug, und dir ist im Moment alles einerlei\n\nEinfach weg mit zwei Koffern in irgendein anderes Land\nEinfach weg von zu Haus, sonst verlier' ich noch den Verstand\n\nRette sich wer kann, ich muß einfach raus\nIch fang' von vorne an, ich halt' das nicht mehr aus\n\nEinfach weg mit zwei Koffern und dann, irgendwohin\nEinfach weg, auch wenn ich vielleicht bald wieder bei dir bin\nEinfach weg mit zwei Koffern und dann, irgendwohin\nEinfach weg, auch wenn ich vielleicht bald wieder bei dir bin	https://youtube.com/watch?v=RylzE-ULCpY	True	https://open.spotify.com/embed/track/2qfclxfDjZc31tuok4ius6?utm_source=generator
478	1985	no	Norway	Bobbysocks	La Det Swinge	1.0		13.0		1.0	123.0							Rolf Løvland		Fra en radio strømmer gamle melodier\nOg jeg våkner opp og spør meg hva som skjer\nEr det bare drøm og fantasier\nNår jeg føler at det swinger mer og mer?\n\nLa det swinge, la det rock 'n' roll\nLa det swinge til du mister all kontroll\nOh hi oh...\nLa det swinge, la det rock 'n' roll\n\nLa musikken gå, la rytmen aldri stanse\nKan du kjenne at du lever her og nå?\nFøler du hvor gjerne du vil danse?\nOh... og hører du at hjertet slår og slår?\n\nLa det swinge, la det rock 'n' roll\nLa det swinge til du mister all kontroll\nOh hi oh...\nLa det swinge, la det rock 'n' roll\n\nFøler du hvor gjerne du vil danse?\nHører du at hjertet slår og slår\nOg slår?\n\nLa det swinge, la det rock 'n' roll\nLa det swinge til du mister all kontroll\nOh hi oh...\nLa det swinge, la det rock 'n' roll\n\nLa det swinge, la det rock 'n' roll\nLa det swinge til du mister all kontroll\nOh hi oh...\nLa det swinge, la det rock 'n'...\nSwinge, la det roll 'n'...\nSwinge, la det rock 'n' roll	https://youtube.com/watch?v=GAOefRmvlqo	False	https://open.spotify.com/embed/track/3IgpWvgCqZjqhsiKwzw1Q7?utm_source=generator
496	1985	be	Belgium	Linda Lepomme	Laat Me Nu Gaan	19.0		8.0		19.0	7.0							Pieter Verlinden	Bert Vivier	Laat me nu gaan, zeg niets meer, laat me nu gaan\nVoel je dan niet, jouw woorden helpen mij al lang niet meer\nToe, laat me gaan, vergeet me, laat me toch gaan\nZag je dan nooit dat zonder warmte geen liefde kan leven?\nEn ik mijn leven opnieuw wil dromen\nAlsof ik jou nooit had ontmoet?\n\nNooit wil ik weer bij jou zijn, jij doet me pijn\nNooit wil ik weer me door een ander laten leven\nRaak me niet aan, nee, raak me niet aan\nLaat me alleen, ik zag de wereld alleen door jouw ogen\nVoel me bedrogen, ik hield van jou\nDat heb jij nooit verstaan, nooit verstaan\n\nZie je nou wat ik jou steeds maar zeggen wou?\nDan weet je ook hoelang een lege nacht kan duren\nAls je hoopt en wacht, doodop en moegedacht\nBesef je nou dat iets in mij zal breken als ik jou verlaat?\n\nLaat me niet gaan, kijk me toch aan\nLaat me niet gaan, laat jij me zomaar gaan?	https://youtube.com/watch?v=tlqa2EVakU4	True	https://open.spotify.com/embed/track/6UkYDk7TbcBfO4uorMksKd?utm_source=generator
497	1986	be	Belgium	Sandra Kim	J'aime La Vie	1.0		13.0		1.0	176.0							Angelo Crisci;Jean-Paul Furnémont	Rosario Marino Atria	Je vois des gens courber le dos\nComme si la vie marquait zéro\nMoi, j'ai quinze ans et je te dis\nWhoa whoa...  j'aime la vie\n(J'aime la vie – la vie, toute la vie)\n\nIl faut y croire, j'ai moi aussi\nDes flashs d'espoir, des insomnies\nMais au total, à l'addition\nJ'aime l'horizon\n\nJ'aime, j'aime la vie\n(Même si c'est une folie)\nJ'aime, j'aime la vie\n(Bravo pour le défi)\nJ'aime, j'aime la vie\nNe m'en veuillez pas\nJe suis née comme ça\nJ'aime, j'aime la vie\n\nWhoa... et tant pis\nS'il pleut un peu beaucoup sur moi\nWhoa whoa... tu es là\n\nDevant Jacques Brel, devant Mozart\nJe m'sens petite, j'ai le cafard\nJe ne suis rien qu'une poussière\nDans cet univers\n(C'est la vie – la vie, toute la vie)\n\nMais dès qu'tu m'aimes, dès qu'tu souris\nMes joies s'enchaînent à l'infini\nY a plus de Brel, plus de Mozart\nMa vie redémarre\n\nJ'aime, j'aime la vie\n(Même si c'est une folie)\nJ'aime, j'aime la vie\n(Bravo pour le défi)\nJ'aime, j'aime la vie\nNe m'en veuillez pas\nJe suis née comme ça\nJ'aime, j'aime la vie\n\nTant pis s'il pleut un peu sur moi\n\nJ'aime, j'aime la vie\n(Même si c'est une folie)\nJ'aime, j'aime la vie\n(Bravo pour le défi)\nJ'aime, j'aime la vie\nNe m'en veuillez pas\nJe suis née comme ça\n\nJ'aime, j'aime la vie\n(Même si c'est une folie)\nJ'aime, j'aime la vie\n(Bravo pour le défi)\nPour les jours qui n'vont pas\nJ'ai un truc à moi\nJe compte sur toi\nJ'aime, j'aime la vie\n\nWhoa... et tant pis\nS'il pleut un peu beaucoup sur moi\nWhoa whoa... la vie – oui, tu es là	https://youtube.com/watch?v=AxWxqisw4_g	False	https://open.spotify.com/embed/track/0Kr57gzJjexm8TF0l0JPLD?utm_source=generator
516	1986	cy	Cyprus	Elpida	Tora Zo	20.0		15.0		20.0	4.0							Peter Yiannakis	Fivos Gavris;Peter Yiannakis	Enas galanos uranos\nKi amudhia hrisi i kardhia mu\nKe mes' ta onira mu\nOla tora yinonde horos\n\nMakrino nisi ksotiko\nPu ehis san krimeno luludhi\nSto kathe su tragudhi\nRythmiko, melodhiko skopo\n\nTora, tora zo, tora mono zo\nZo afta pu zusa sta onira mu\nTora, tora zo, tora mono zo\nTora zo ke s' eho stin kardhia mu\n\nTragudhane hilia pulia\nKi eyine o kosmos fiesta\nT' asteria tora dhes ta\nYinonde olotherma filia\n\nPezi to fengari krifto\nKe horevi pano sto kima\nOla piyenun prima\nSan ena hamoyelo gliko\n\nTora, tora zo, tora mono zo\nZo afta pu zusa sta onira mu\nTora, tora zo, tora mono zo\nTora zo ke s' eho stin kardhia mu\n\nOla, ola, ola yia horo\nMusiki, traguthi ke rythmo\nNana nanana...\nOla, ola, ola yia horo\nMusiki, traguthi ke rythmo\nNana nanana...\n\nTora, tora zo, tora mono zo\nZo afta pu zusa sta onira mu\nTora, tora zo, mono tora zo\nTora zo ke s' eho stin kardhia mu\n\nTora, tora zo, tora mono zo\nZo afta pu zusa sta onira mu\nTora, tora zo, mono, mono zo\nTora zo ke s' eho stin kardhia mu	https://youtube.com/watch?v=w0hVzY3IKxQ	True	?
517	1987	ie	Ireland	Johnny Logan	Hold Me Now	1.0		20.0		1.0	172.0							Johnny Logan		Don't, don't close your heart to how you feel\nDream, and don't be afraid the dream's not real\nClose your eyes, pretend it's just the two of us again\nMake believe this moment's here to stay\n\nTouch, touch me the way you used to do\nI know tonight could be all I'll have with you\nFrom now on, you'll be with someone else instead of me\nSo tonight, let's fill this memory\nFor the last time\n\nHold me now\nDon't cry, don't say a word\nJust hold me now\nAnd I will know\nThough we're apart\nWe'll always be together\nForever in love\nWhat do you say when words are not enough?\n\nTime, time will be kind once we're apart\nAnd your tears, tears will have no place in your heart\nI wish I... I could say how much I'll miss you when you're gone\nHow my love for you will go on and on and\n\nHold me now\nDon't cry, don't say a word\nJust hold me now\nAnd try to understand that\n\nI hope at last you've found\nWhat you've been searchin' for\nAnd though I won't be there anymore\nI will always love you\n\n(Hold me now)\n(Don't cry) Don't say a word\nJust hold me now\nAnd I will know\nThough we're apart\nWe'll always be together\nForever in love\nWhat do you say when words are not enough?\n\nWhat can I say?\nNow my words are not enough	https://youtube.com/watch?v=M6RjdihLfiA	False	https://open.spotify.com/embed/track/5Ee3eEEutXbUsMYGD2rbTT?utm_source=generator
538	1987	tr	Turkey	Seyyal Tanner & Lokomotif	Şarkım sevgi üstüne	22.0		10.0		22.0	0.0							Olcayto Ahmet Tuğsuz		Bir melodi (ve müzik ve) bir melodi\nBir melodi, dostluk, sevgi\n\nLa la la la... la la la la... la la la la la la la la la la...\nLa la la la la la la la la la...\nŞarkım sevgi üstüne\n\nYalan değil benim dünyam\nHayal değil gerçek rüyam\nBütün dünya duysun diye\nŞarkı yazdım üstüne\n\nBenim şarkım sevgi dolu\nBenim şarkım dostluk dolu\nBenim yolum aklın yolu\nYolum sevgi üstüne\n\nBir melodi, bir melodi\nBir melodi, dostluk, sevgi\n\nÖyle güzel, güzel ki hayat\nDünya güzel, dünya rahat\nDostluğunu şarkıma kat\nSöyle sevgi üstüne\n\nBir melodi (ve müzik ve) bir melodi\nBir melodi, dostluk, sevgi\n\nGüle güle, döne döne\nKoy elini el üstüne\nBütün dünya duysun diye\nŞarkım sevgi üstüne\n\nGüle güle, döne döne\nSar kolunu sar belime\nBütün dünya duysun diye\nŞarkım sevgi üstüne\nŞarkım sevgi üstüne\nŞarkım sevgi üstüne	https://youtube.com/watch?v=5F6k4FtDE_Y	True	https://open.spotify.com/embed/track/5sK4jEZuInsC3OUPemKwi8?utm_source=generator
539	1988	ch	Switzerland	Céline Dion	Ne Partez Pas Sans Moi	1.0		9.0		1.0	137.0							Atilla Şereftuğ	Nella Martinetti	Vous, qui cherchez l'étoile\nVous, qui vivez un rêve\nVous, héros de l'espace\nAu cœur plus grand que la terre\nVous, donnez-moi ma chance\nEmmenez-moi loin d'ici...\n\nNe partez pas sans moi\nLaissez-moi vous suivre\nVous, qui volez vers d'autres vies\nLaissez-moi vivre\n\nLa plus belle aventure\nLe plus beau voyage\nQui mène un jour\nSur des soleils, sur des planètes\nD'amour\n\nVous, les nouveaux poètes\nVous, les oiseaux magiques\nVous, vous allez peut-être\nTrouver de nouvelles musiques\nVous, donnez-moi ma chance\nJe veux chanter, moi aussi...\n\nNe partez pas sans moi\nLaissez-moi vous suivre\nVous qui volez vers d'autres vies\nLaissez-moi vivre\n\nLe bleu de l'infini\nLa joie d'être libre\nSur des rayons, sur des soleils\nSur des chansons, sur des merveilles\nEt dans un ciel\nD'amour\n\nLe bleu de l'infini\nLa joie d'être libre\nVous qui cherchez une autre vie\nVous qui volez vers l'an deux mille\nNe partez pas sans moi	https://youtube.com/watch?v=7E8vKSS0YwM	False	https://open.spotify.com/embed/track/0Kv4i96E41jbULmUajBYOe?utm_source=generator
559	1988	at	Austria	Wilfried	Lisa Mona Lisa	21.0		12.0		21.0	0.0							Klaus Kofler;Ronnie Herboltzheimer;Wilfried Scheutz		Sie schläft bei Tag und tanzt bei Nacht\nIch hör' sie weinen, wenn sie lacht\nUnd sie lacht immer wieder\n\nSie sieht bei Nacht und braucht kein Licht\nSie malt sich Märchen ins Gesicht\nUnd sie lacht, lacht mich nieder\n\nIrgendwann lern' ich dann, sie zu sehen\nIrgendwann fang' ich an\nKann ich hinter ihre Farben seh'n?\n\n(Lisa, Mona Lisa)\n(Lisa, Mona Lisa)\n\nSie lügt, doch sie belügt mich nicht\nSie trägt ihr Leben im Gesicht, und sie lebt\n\nIrgendwo ist sie so schwer zu sehen\nIrgendwo bin ich froh\nManchmal ihre Träume zu verstehen\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nSie taumelt durch die Glitzerstadt\nSucht einen, der ein Lächeln hat für sie\nIrgendwie\n\nUnd irgendwie mag ich sie\nUnd irgendwie lieb' ich sie\nUnd irgendwann werd' ich sie auch versteh'n\n\nWhoa...\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, oh Mona Lisa\nLisa, (Mona Lisa)	https://youtube.com/watch?v=1fKcQb3ZEG4	True	https://open.spotify.com/embed/track/71IqQHNYKR2bEa997LBS2o?utm_source=generator
560	1989	yu	Yugoslavia	Riva	Rock Me	1.0		22.0		1.0	137.0							Rajko Dujmić	Stevo Cvikić	Oh... whoa oh oh oh...\n\nOn cijele dane svir'o je na svom klaviru\nOn klasiku je svir'o po notnom papiru\nA svir'o je k'o pijanista – Mozarta, Chopena, Liszta\nJa novu pjesmu našla sam da svira\nWhoa  oh oh oh...\n\nRock me, baby, nije važno šta je\nRock me, baby, samo neka traje\nRock me, baby, ovo je za nervni stres\nWhoa oh oh oh...\n\nRock me, baby, nije važno šta je\nRock me, baby, samo neka traje\nRock me, baby, samo neka je za ples\n\nSad cijele dane čujem zvuk starog klavira\nTu pjesmu što se svira bez notnog papira\nJer klasika je da se sluša i da se njom opija duša\nA ova pjesma svira se za ples\nWhoa oh oh oh...\n\nRock me, baby, nije važno šta je\nRock me, baby, samo neka traje\nRock me, baby, ovo je za nervni stres\nWhoa oh oh oh...\n\nRock me, baby, nije važno šta je\nRock me, baby, samo neka traje\nRock me, baby, samo neka je za ples\nWhoa oh oh oh...\n\nRock me, baby, nije važno šta je\n(Ooh... rock, babe)\nRock me, baby, samo neka traje\n(Ooh... rock, rock, rock)\nRock me, baby, ovo je za nervni stres\n(Ooh... rock, babe)\n(Rock me, baby) Whoa oh oh oh...\n\nRock me, baby, nije važno šta je\n(Ooh... rock, babe)\nRock me, baby, samo neka traje\n(Ooh... rock, rock, rock)\nRock me, baby, samo neka je za ples\n(Ooh... rock, babe)\nSamo neka je za ples\n(Ooh... rock, rock, rock)\nSamo neka je za...\n(Ooh... rock, babe)\nWhoa oh oh oh... ples	https://youtube.com/watch?v=FcxeIpv1Gdk	False	https://open.spotify.com/embed/track/6t8m9JpxoBHrETKYjtrCY3?utm_source=generator
581	1989	is	Iceland	Daníel Augúst Haraldsson	Það Sem Enginn Sér	22.0		20.0		22.0	0.0							Valgeir Guðjónsson		Lýstu mina leið, lostafulli gamli máni\nÞótt gatan virðist greið er samt ýmislegt sem enginn sér\nVeröldin er full af fólki í leit að hamingjunni\nSem glóir eins og gull í glætunni, ó tungl, frá þér\n\nHorfðu aftur í augun á mér\nHorfðu aftur, ég bíð eftir þér\nHorfðu aftur í augun á mér\nOg þú færð að sjá það sem enginn sér\n\nAllir eiga þrá um eitthvað sem þeir engum segja\nÉg ætla ef ég má að eiga leyndarmál með þér\nLýstu mina leið, ó, þú lostafulli gamli máni\nÞótt gatan virðist greið er samt ýmislegt sem enginn sér\n\nHorfðu aftur í augun á mér\nHorfðu aftur, ég bíð eftir þér\nHorfðu aftur í augun á mér\nOg þú færð að sjá það sem enginn sér\n\nHorfðu aftur í augun á mér\nHorfðu aftur, ég bíð eftir þér\nHorfðu aftur í augun á mér\nOg þú færð að sjá það sem enginn sér	https://youtube.com/watch?v=ymMGcwcaIm8	True	-
